Sample_Index,Time_s,X_Voltage,Y_Voltage,Laser_Raw,Pixel_Clock,Line_Clock,Frame_Clock,Line_Number,Pixel_In_Line
0,0.000000000,-2.000000000,-2.000000000,5.000000000,1,1,1,0,0
1,0.000001000,-1.733333333,-2.000000000,5.000000000,1,0,0,0,1
2,0.000002000,-1.466666667,-2.000000000,5.000000000,1,0,0,0,2
3,0.000003000,-1.200000000,-2.000000000,5.000000000,1,0,0,0,3
4,0.000004000,-0.933333333,-2.000000000,5.000000000,1,0,0,0,4
5,0.000005000,-0.666666667,-2.000000000,5.000000000,1,0,0,0,5
6,0.000006000,-0.400000000,-2.000000000,5.000000000,1,0,0,0,6
7,0.000007000,-0.133333333,-2.000000000,5.000000000,1,0,0,0,7
8,0.000008000,0.133333333,-2.000000000,5.000000000,1,0,0,0,8
9,0.000009000,0.400000000,-2.000000000,5.000000000,1,0,0,0,9
10,0.000010000,0.666666667,-2.000000000,5.000000000,1,0,0,0,10
11,0.000011000,0.933333333,-2.000000000,5.000000000,1,0,0,0,11
12,0.000012000,1.200000000,-2.000000000,5.000000000,1,0,0,0,12
13,0.000013000,1.466666667,-2.000000000,5.000000000,1,0,0,0,13
14,0.000014000,1.733333333,-2.000000000,5.000000000,1,0,0,0,14
15,0.000015000,2.000000000,-2.000000000,5.000000000,1,0,0,0,15
16,0.000016000,2.000000000,-1.733333333,5.000000000,1,1,0,1,0
17,0.000017000,1.733333333,-1.733333333,5.000000000,1,0,0,1,1
18,0.000018000,1.466666667,-1.733333333,5.000000000,1,0,0,1,2
19,0.000019000,1.200000000,-1.733333333,5.000000000,1,0,0,1,3
20,0.000020000,0.933333333,-1.733333333,5.000000000,1,0,0,1,4
21,0.000021000,0.666666667,-1.733333333,5.000000000,1,0,0,1,5
22,0.000022000,0.400000000,-1.733333333,5.000000000,1,0,0,1,6
23,0.000023000,0.133333333,-1.733333333,5.000000000,1,0,0,1,7
24,0.000024000,-0.133333333,-1.733333333,5.000000000,1,0,0,1,8
25,0.000025000,-0.400000000,-1.733333333,5.000000000,1,0,0,1,9
26,0.000026000,-0.666666667,-1.733333333,5.000000000,1,0,0,1,10
27,0.000027000,-0.933333333,-1.733333333,5.000000000,1,0,0,1,11
28,0.000028000,-1.200000000,-1.733333333,5.000000000,1,0,0,1,12
29,0.000029000,-1.466666667,-1.733333333,5.000000000,1,0,0,1,13
30,0.000030000,-1.733333333,-1.733333333,5.000000000,1,0,0,1,14
31,0.000031000,-2.000000000,-1.733333333,5.000000000,1,0,0,1,15
32,0.000032000,-2.000000000,-1.466666667,5.000000000,1,1,0,2,0
33,0.000033000,-1.733333333,-1.466666667,5.000000000,1,0,0,2,1
34,0.000034000,-1.466666667,-1.466666667,5.000000000,1,0,0,2,2
35,0.000035000,-1.200000000,-1.466666667,5.000000000,1,0,0,2,3
36,0.000036000,-0.933333333,-1.466666667,5.000000000,1,0,0,2,4
37,0.000037000,-0.666666667,-1.466666667,5.000000000,1,0,0,2,5
38,0.000038000,-0.400000000,-1.466666667,5.000000000,1,0,0,2,6
39,0.000039000,-0.133333333,-1.466666667,5.000000000,1,0,0,2,7
40,0.000040000,0.133333333,-1.466666667,5.000000000,1,0,0,2,8
41,0.000041000,0.400000000,-1.466666667,5.000000000,1,0,0,2,9
42,0.000042000,0.666666667,-1.466666667,5.000000000,1,0,0,2,10
43,0.000043000,0.933333333,-1.466666667,5.000000000,1,0,0,2,11
44,0.000044000,1.200000000,-1.466666667,5.000000000,1,0,0,2,12
