dataset,waveform_file,gate_file,detection_method,total_samples,pixels_per_line,lines_per_frame,pixel_clock_ticks,line_clock_ticks,frame_clock_ticks,pixel_to_line_divider,line_to_frame_divider,frame_overhead_ticks,master_clock_hz,pixel_clock_hz,line_clock_hz,frame_clock_hz,warnings,validation
root_pair,root_lines.csv,root_meas_pts.csv,gated,8349,1,241,15,16,8349,1.067,521.812,4494,,,,,"Pixels-per-line varies significantly across lines (min=1, max=16, modal=1). Reporting the modal (steady-state) value; edge lines may be partial.",active_pixels == pixels_per_line * lines_per_frame=FAIL; reconstructed frame ticks == total waveform samples=PASS; fraction of lines matching modal line period=AMBIGUOUS
