Sample_Index,Time_s,X_Voltage,Y_Voltage,Laser_Raw,Pixel_Clock,Line_Clock,Frame_Clock,Line_Number,Pixel_In_Line
134,0.000134000,-0.404444444,-1.000000000,0.000000000,0,0,0,-1,-1
135,0.000135000,-0.400000000,-1.000000000,0.000000000,0,0,0,-1,-1
136,0.000136000,-0.395555556,-1.000000000,0.000000000,0,0,0,-1,-1
137,0.000137000,-0.391111111,-1.000000000,0.000000000,0,0,0,-1,-1
138,0.000138000,-0.386666667,-1.000000000,0.000000000,0,0,0,-1,-1
139,0.000139000,-0.382222222,-1.000000000,0.000000000,0,0,0,-1,-1
140,0.000140000,-0.377777778,-1.000000000,0.000000000,0,0,0,-1,-1
141,0.000141000,-0.373333333,-1.000000000,0.000000000,0,0,0,-1,-1
142,0.000142000,-0.368888889,-1.000000000,0.000000000,0,0,0,-1,-1
143,0.000143000,-0.364444444,-1.000000000,0.000000000,0,0,0,-1,-1
144,0.000144000,-0.360000000,-1.000000000,0.000000000,0,0,0,-1,-1
145,0.000145000,-0.355555556,-1.000000000,0.000000000,0,0,0,-1,-1
146,0.000146000,-0.351111111,-1.000000000,0.000000000,0,0,0,-1,-1
147,0.000147000,-0.346666667,-1.000000000,0.000000000,0,0,0,-1,-1
148,0.000148000,-0.342222222,-1.000000000,0.000000000,0,0,0,-1,-1
149,0.000149000,-0.337777778,-1.000000000,0.000000000,0,0,0,-1,-1
150,0.000150000,-0.333333333,-1.000000000,0.000000000,0,0,0,-1,-1
151,0.000151000,-0.328888889,-1.000000000,0.000000000,0,0,0,-1,-1
152,0.000152000,-0.324444444,-1.000000000,0.000000000,0,0,0,-1,-1
153,0.000153000,-0.320000000,-1.000000000,0.000000000,0,0,0,-1,-1
154,0.000154000,-0.315555556,-1.000000000,0.000000000,0,0,0,-1,-1
155,0.000155000,-0.311111111,-1.000000000,0.000000000,0,0,0,-1,-1
156,0.000156000,-0.306666667,-1.000000000,0.000000000,0,0,0,-1,-1
157,0.000157000,-0.302222222,-1.000000000,0.000000000,0,0,0,-1,-1
158,0.000158000,-0.297777778,-1.000000000,0.000000000,0,0,0,-1,-1
159,0.000159000,-0.293333333,-1.000000000,0.000000000,0,0,0,-1,-1
160,0.000160000,-0.288888889,-1.000000000,0.000000000,0,0,0,-1,-1
161,0.000161000,-0.284444444,-1.000000000,0.000000000,0,0,0,-1,-1
162,0.000162000,-0.280000000,-1.000000000,0.000000000,0,0,0,-1,-1
163,0.000163000,-0.275555556,-1.000000000,0.000000000,0,0,0,-1,-1
164,0.000164000,-0.271111111,-1.000000000,0.000000000,0,0,0,-1,-1
165,0.000165000,-0.266666667,-1.000000000,0.000000000,0,0,0,-1,-1
166,0.000166000,-0.262222222,-1.000000000,0.000000000,0,0,0,-1,-1
167,0.000167000,-0.257777778,-1.000000000,0.000000000,0,0,0,-1,-1
168,0.000168000,-0.253333333,-1.000000000,0.000000000,0,0,0,-1,-1
169,0.000169000,-0.248888889,-1.000000000,0.000000000,0,0,0,-1,-1
170,0.000170000,-0.244444444,-1.000000000,0.000000000,0,0,0,-1,-1
171,0.000171000,-0.240000000,-1.000000000,0.000000000,0,0,0,-1,-1
172,0.000172000,-0.235555556,-1.000000000,0.000000000,0,0,0,-1,-1
173,0.000173000,-0.231111111,-1.000000000,0.000000000,0,0,0,-1,-1
174,0.000174000,-0.226666667,-1.000000000,0.000000000,0,0,0,-1,-1
175,0.000175000,-0.222222222,-1.000000000,0.000000000,0,0,0,-1,-1
176,0.000176000,-0.217777778,-1.000000000,0.000000000,0,0,0,-1,-1
177,0.000177000,-0.213333333,-1.000000000,0.000000000,0,0,0,-1,-1
178,0.000178000,-0.208888889,-1.000000000,0.000000000,0,0,0,-1,-1
179,0.000179000,-0.204444444,-1.000000000,0.000000000,0,0,0,-1,-1
180,0.000180000,-0.200000000,-1.000000000,0.000000000,0,0,0,-1,-1
181,0.000181000,-0.195555556,-1.000000000,0.000000000,0,0,0,-1,-1
182,0.000182000,-0.191111111,-1.000000000,0.000000000,0,0,0,-1,-1
183,0.000183000,-0.186666667,-1.000000000,0.000000000,0,0,0,-1,-1
184,0.000184000,-0.182222222,-1.000000000,0.000000000,0,0,0,-1,-1
185,0.000185000,-0.177777778,-1.000000000,0.000000000,0,0,0,-1,-1
186,0.000186000,-0.173333333,-1.000000000,0.000000000,0,0,0,-1,-1
187,0.000187000,-0.168888889,-1.000000000,0.000000000,0,0,0,-1,-1
188,0.000188000,-0.164444444,-1.000000000,0.000000000,0,0,0,-1,-1
189,0.000189000,-0.160000000,-1.000000000,0.000000000,0,0,0,-1,-1
190,0.000190000,-0.155555556,-1.000000000,0.000000000,0,0,0,-1,-1
191,0.000191000,-0.151111111,-1.000000000,0.000000000,0,0,0,-1,-1
192,0.000192000,-0.146666667,-1.000000000,0.000000000,0,0,0,-1,-1
193,0.000193000,-0.142222222,-1.000000000,0.000000000,0,0,0,-1,-1
194,0.000194000,-0.137777778,-1.000000000,0.000000000,0,0,0,-1,-1
195,0.000195000,-0.133333333,-1.000000000,0.000000000,0,0,0,-1,-1
196,0.000196000,-0.128888889,-1.000000000,0.000000000,0,0,0,-1,-1
197,0.000197000,-0.124444444,-1.000000000,0.000000000,0,0,0,-1,-1
198,0.000198000,-0.120000000,-1.000000000,0.000000000,0,0,0,-1,-1
199,0.000199000,-0.115555556,-1.000000000,0.000000000,0,0,0,-1,-1
200,0.000200000,-0.111111111,-1.000000000,0.000000000,0,0,0,-1,-1
201,0.000201000,-0.106666667,-1.000000000,0.000000000,0,0,0,-1,-1
202,0.000202000,-0.102222222,-1.000000000,0.000000000,0,0,0,-1,-1
203,0.000203000,-0.097777778,-1.000000000,0.000000000,0,0,0,-1,-1
204,0.000204000,-0.093333333,-1.000000000,0.000000000,0,0,0,-1,-1
205,0.000205000,-0.088888889,-1.000000000,0.000000000,0,0,0,-1,-1
206,0.000206000,-0.084444444,-1.000000000,0.000000000,0,0,0,-1,-1
207,0.000207000,-0.080000000,-1.000000000,0.000000000,0,0,0,-1,-1
208,0.000208000,-0.075555556,-1.000000000,0.000000000,0,0,0,-1,-1
209,0.000209000,-0.071111111,-1.000000000,0.000000000,0,0,0,-1,-1
210,0.000210000,-0.066666667,-1.000000000,0.000000000,0,0,0,-1,-1
211,0.000211000,-0.062222222,-1.000000000,0.000000000,0,0,0,-1,-1
212,0.000212000,-0.057777778,-1.000000000,0.000000000,0,0,0,-1,-1
213,0.000213000,-0.053333333,-1.000000000,0.000000000,0,0,0,-1,-1
214,0.000214000,-0.048888889,-1.000000000,0.000000000,0,0,0,-1,-1
215,0.000215000,-0.044444444,-1.000000000,0.000000000,0,0,0,-1,-1
216,0.000216000,-0.040000000,-1.000000000,0.000000000,0,0,0,-1,-1
217,0.000217000,-0.035555556,-1.000000000,0.000000000,0,0,0,-1,-1
218,0.000218000,-0.031111111,-1.000000000,0.000000000,0,0,0,-1,-1
219,0.000219000,-0.026666667,-1.000000000,0.000000000,0,0,0,-1,-1
220,0.000220000,-0.022222222,-1.000000000,0.000000000,0,0,0,-1,-1
221,0.000221000,-0.017777778,-1.000000000,0.000000000,0,0,0,-1,-1
222,0.000222000,-0.013333333,-1.000000000,0.000000000,0,0,0,-1,-1
223,0.000223000,-0.008888889,-1.000000000,0.000000000,0,0,0,-1,-1
224,0.000224000,-0.004444444,-1.000000000,0.000000000,0,0,0,-1,-1
225,0.000225000,0.000000000,-1.000000000,0.000000000,0,0,0,-1,-1
226,0.000226000,0.004444444,-1.000000000,0.000000000,0,0,0,-1,-1
227,0.000227000,0.008888889,-1.000000000,0.000000000,0,0,0,-1,-1
228,0.000228000,0.013333333,-1.000000000,0.000000000,0,0,0,-1,-1
229,0.000229000,0.017777778,-1.000000000,0.000000000,0,0,0,-1,-1
230,0.000230000,0.022222222,-1.000000000,0.000000000,0,0,0,-1,-1
231,0.000231000,0.026666667,-1.000000000,0.000000000,0,0,0,-1,-1
232,0.000232000,0.031111111,-1.000000000,0.000000000,0,0,0,-1,-1
233,0.000233000,0.035555556,-1.000000000,0.000000000,0,0,0,-1,-1
234,0.000234000,0.040000000,-1.000000000,0.000000000,0,0,0,-1,-1
235,0.000235000,0.044444444,-1.000000000,0.000000000,0,0,0,-1,-1
236,0.000236000,0.048888889,-1.000000000,0.000000000,0,0,0,-1,-1
237,0.000237000,0.053333333,-1.000000000,0.000000000,0,0,0,-1,-1
238,0.000238000,0.057777778,-1.000000000,0.000000000,0,0,0,-1,-1
239,0.000239000,0.062222222,-1.000000000,0.000000000,0,0,0,-1,-1
240,0.000240000,0.066666667,-1.000000000,0.000000000,0,0,0,-1,-1
241,0.000241000,0.071111111,-1.000000000,0.000000000,0,0,0,-1,-1
242,0.000242000,0.075555556,-1.000000000,0.000000000,0,0,0,-1,-1
243,0.000243000,0.080000000,-1.000000000,0.000000000,0,0,0,-1,-1
244,0.000244000,0.084444444,-1.000000000,0.000000000,0,0,0,-1,-1
245,0.000245000,0.088888889,-1.000000000,0.000000000,0,0,0,-1,-1
246,0.000246000,0.093333333,-1.000000000,0.000000000,0,0,0,-1,-1
247,0.000247000,0.097777778,-1.000000000,0.000000000,0,0,0,-1,-1
248,0.000248000,0.102222222,-1.000000000,0.000000000,0,0,0,-1,-1
249,0.000249000,0.106666667,-1.000000000,0.000000000,0,0,0,-1,-1
250,0.000250000,0.111111111,-1.000000000,0.000000000,0,0,0,-1,-1
251,0.000251000,0.115555556,-1.000000000,0.000000000,0,0,0,-1,-1
252,0.000252000,0.120000000,-1.000000000,0.000000000,0,0,0,-1,-1
253,0.000253000,0.124444444,-1.000000000,0.000000000,0,0,0,-1,-1
254,0.000254000,0.128888889,-1.000000000,0.000000000,0,0,0,-1,-1
255,0.000255000,0.133333333,-1.000000000,0.000000000,0,0,0,-1,-1
256,0.000256000,0.137777778,-1.000000000,0.000000000,0,0,0,-1,-1
257,0.000257000,0.142222222,-1.000000000,0.000000000,0,0,0,-1,-1
258,0.000258000,0.146666667,-1.000000000,0.000000000,0,0,0,-1,-1
259,0.000259000,0.151111111,-1.000000000,0.000000000,0,0,0,-1,-1
260,0.000260000,0.155555556,-1.000000000,0.000000000,0,0,0,-1,-1
261,0.000261000,0.160000000,-1.000000000,0.000000000,0,0,0,-1,-1
262,0.000262000,0.164444444,-1.000000000,0.000000000,0,0,0,-1,-1
263,0.000263000,0.168888889,-1.000000000,0.000000000,0,0,0,-1,-1
264,0.000264000,0.173333333,-1.000000000,0.000000000,0,0,0,-1,-1
265,0.000265000,0.177777778,-1.000000000,0.000000000,0,0,0,-1,-1
266,0.000266000,0.182222222,-1.000000000,0.000000000,0,0,0,-1,-1
267,0.000267000,0.186666667,-1.000000000,0.000000000,0,0,0,-1,-1
268,0.000268000,0.191111111,-1.000000000,0.000000000,0,0,0,-1,-1
269,0.000269000,0.195555556,-1.000000000,0.000000000,0,0,0,-1,-1
270,0.000270000,0.200000000,-1.000000000,0.000000000,0,0,0,-1,-1
271,0.000271000,0.204444444,-1.000000000,0.000000000,0,0,0,-1,-1
272,0.000272000,0.208888889,-1.000000000,0.000000000,0,0,0,-1,-1
273,0.000273000,0.213333333,-1.000000000,0.000000000,0,0,0,-1,-1
274,0.000274000,0.217777778,-1.000000000,0.000000000,0,0,0,-1,-1
275,0.000275000,0.222222222,-1.000000000,0.000000000,0,0,0,-1,-1
276,0.000276000,0.226666667,-1.000000000,0.000000000,0,0,0,-1,-1
277,0.000277000,0.231111111,-1.000000000,0.000000000,0,0,0,-1,-1
278,0.000278000,0.235555556,-1.000000000,0.000000000,0,0,0,-1,-1
279,0.000279000,0.240000000,-1.000000000,0.000000000,0,0,0,-1,-1
280,0.000280000,0.244444444,-1.000000000,0.000000000,0,0,0,-1,-1
281,0.000281000,0.248888889,-1.000000000,0.000000000,0,0,0,-1,-1
282,0.000282000,0.253333333,-1.000000000,0.000000000,0,0,0,-1,-1
283,0.000283000,0.257777778,-1.000000000,0.000000000,0,0,0,-1,-1
284,0.000284000,0.262222222,-1.000000000,0.000000000,0,0,0,-1,-1
285,0.000285000,0.266666667,-1.000000000,0.000000000,0,0,0,-1,-1
286,0.000286000,0.271111111,-1.000000000,0.000000000,0,0,0,-1,-1
287,0.000287000,0.275555556,-1.000000000,0.000000000,0,0,0,-1,-1
288,0.000288000,0.280000000,-1.000000000,0.000000000,0,0,0,-1,-1
289,0.000289000,0.284444444,-1.000000000,0.000000000,0,0,0,-1,-1
290,0.000290000,0.288888889,-1.000000000,0.000000000,0,0,0,-1,-1
291,0.000291000,0.293333333,-1.000000000,0.000000000,0,0,0,-1,-1
292,0.000292000,0.297777778,-1.000000000,0.000000000,0,0,0,-1,-1
293,0.000293000,0.302222222,-1.000000000,0.000000000,0,0,0,-1,-1
294,0.000294000,0.306666667,-1.000000000,0.000000000,0,0,0,-1,-1
295,0.000295000,0.311111111,-1.000000000,0.000000000,0,0,0,-1,-1
296,0.000296000,0.315555556,-1.000000000,0.000000000,0,0,0,-1,-1
297,0.000297000,0.320000000,-1.000000000,0.000000000,0,0,0,-1,-1
298,0.000298000,0.324444444,-1.000000000,0.000000000,0,0,0,-1,-1
299,0.000299000,0.328888889,-1.000000000,0.000000000,0,0,0,-1,-1
300,0.000300000,0.333333333,-1.000000000,0.000000000,0,0,0,-1,-1
301,0.000301000,0.337777778,-1.000000000,0.000000000,0,0,0,-1,-1
302,0.000302000,0.342222222,-1.000000000,0.000000000,0,0,0,-1,-1
303,0.000303000,0.346666667,-1.000000000,0.000000000,0,0,0,-1,-1
304,0.000304000,0.351111111,-1.000000000,0.000000000,0,0,0,-1,-1
305,0.000305000,0.355555556,-1.000000000,0.000000000,0,0,0,-1,-1
306,0.000306000,0.360000000,-1.000000000,0.000000000,0,0,0,-1,-1
307,0.000307000,0.364444444,-1.000000000,0.000000000,0,0,0,-1,-1
308,0.000308000,0.368888889,-1.000000000,0.000000000,0,0,0,-1,-1
309,0.000309000,0.373333333,-1.000000000,0.000000000,0,0,0,-1,-1
310,0.000310000,0.377777778,-1.000000000,0.000000000,0,0,0,-1,-1
311,0.000311000,0.382222222,-1.000000000,0.000000000,0,0,0,-1,-1
312,0.000312000,0.386666667,-1.000000000,0.000000000,0,0,0,-1,-1
313,0.000313000,0.391111111,-1.000000000,0.000000000,0,0,0,-1,-1
314,0.000314000,0.395555556,-1.000000000,0.000000000,0,0,0,-1,-1
315,0.000315000,0.400000000,-1.000000000,0.000000000,0,0,0,-1,-1
316,0.000316000,0.404444444,-1.000000000,0.000000000,0,0,0,-1,-1
317,0.000317000,0.408888889,-1.000000000,0.000000000,0,0,0,-1,-1
318,0.000318000,0.413333333,-1.000000000,0.000000000,0,0,0,-1,-1
319,0.000319000,0.417777778,-1.000000000,0.000000000,0,0,0,-1,-1
320,0.000320000,0.422222222,-1.000000000,0.000000000,0,0,0,-1,-1
321,0.000321000,0.426666667,-1.000000000,0.000000000,0,0,0,-1,-1
322,0.000322000,0.431111111,-1.000000000,0.000000000,0,0,0,-1,-1
323,0.000323000,0.435555556,-1.000000000,0.000000000,0,0,0,-1,-1
324,0.000324000,0.440000000,-1.000000000,0.000000000,0,0,0,-1,-1
325,0.000325000,0.444444444,-1.000000000,0.000000000,0,0,0,-1,-1
326,0.000326000,0.448888889,-1.000000000,0.000000000,0,0,0,-1,-1
327,0.000327000,0.453333333,-1.000000000,0.000000000,0,0,0,-1,-1
328,0.000328000,0.457777778,-1.000000000,0.000000000,0,0,0,-1,-1
329,0.000329000,0.462222222,-1.000000000,0.000000000,0,0,0,-1,-1
330,0.000330000,0.466666667,-1.000000000,0.000000000,0,0,0,-1,-1
331,0.000331000,0.471111111,-1.000000000,0.000000000,0,0,0,-1,-1
332,0.000332000,0.475555556,-1.000000000,0.000000000,0,0,0,-1,-1
333,0.000333000,0.480000000,-1.000000000,0.000000000,0,0,0,-1,-1
334,0.000334000,0.484444444,-1.000000000,0.000000000,0,0,0,-1,-1
335,0.000335000,0.488888889,-1.000000000,0.000000000,0,0,0,-1,-1
336,0.000336000,0.493333333,-1.000000000,0.000000000,0,0,0,-1,-1
337,0.000337000,0.497777778,-1.000000000,0.000000000,0,0,0,-1,-1
338,0.000338000,0.502222222,-1.000000000,0.000000000,0,0,0,-1,-1
339,0.000339000,0.506666667,-1.000000000,0.000000000,0,0,0,-1,-1
340,0.000340000,0.511111111,-1.000000000,0.000000000,0,0,0,-1,-1
341,0.000341000,0.515555556,-1.000000000,0.000000000,0,0,0,-1,-1
342,0.000342000,0.520000000,-1.000000000,0.000000000,0,0,0,-1,-1
343,0.000343000,0.524444444,-1.000000000,0.000000000,0,0,0,-1,-1
344,0.000344000,0.528888889,-1.000000000,0.000000000,0,0,0,-1,-1
345,0.000345000,0.533333333,-1.000000000,0.000000000,0,0,0,-1,-1
346,0.000346000,0.537777778,-1.000000000,0.000000000,0,0,0,-1,-1
347,0.000347000,0.542222222,-1.000000000,0.000000000,0,0,0,-1,-1
348,0.000348000,0.546666667,-1.000000000,0.000000000,0,0,0,-1,-1
